 KEGG:hsa00010    Glycolysis / Gluconeogenesis
 REACT:R-HSA-8851708    Signaling by FGFR2 IIIa TM
 REACT:R-HSA-8851805    MET activates RAS signaling
 REACT:R-HSA-8851907    MET activates PI3K/AKT signaling
 REACT:R-HSA-8852135    Protein ubiquitination
 REACT:R-HSA-8852276    The role of GTSE1 in G2/M progression after G2 checkpoint
 REACT:R-HSA-8852405    Signaling by MST1
 REACT:R-HSA-8853333    Signaling by FGFR2 fusions
 REACT:R-HSA-8853334    Signaling by FGFR3 fusions in cancer
 REACT:R-HSA-8853336    Signaling by plasma membrane FGFR1 fusions
 REACT:R-HSA-8853338    Signaling by FGFR3 point mutants in cancer
 REACT:R-HSA-8853383    Lysosomal oligosaccharide catabolism
 REACT:R-HSA-8853659    RET signaling
 REACT:R-HSA-8854050    FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
 REACT:R-HSA-8854214    TBC/RABGAPs
 REACT:R-HSA-8854518    AURKA Activation by TPX2
 REACT:R-HSA-8854521    Interaction between PHLDA1 and AURKA
 REACT:R-HSA-8854691    "Interleukin-19  20  22  24"
 REACT:R-HSA-8855121    VLDL interactions
 REACT:R-HSA-8856688    Golgi-to-ER retrograde transport
 REACT:R-HSA-8856825    Cargo recognition for clathrin-mediated endocytosis
 REACT:R-HSA-8856828    Clathrin-mediated endocytosis
 REACT:R-HSA-8857538    PTK6 promotes HIF1A stabilization
 REACT:R-HSA-8862803    Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
 REACT:R-HSA-8863678    Neurodegenerative Diseases
 REACT:R-HSA-8863795    Downregulation of ERBB2 signaling
 REACT:R-HSA-8864260    Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
 REACT:R-HSA-8865999    MET activates PTPN11
 REACT:R-HSA-8866376    Reelin signalling pathway
 REACT:R-HSA-8866423    VLDL biosynthesis
 REACT:R-HSA-8866427    VLDLR internalisation and degradation
 REACT:R-HSA-8866652    Synthesis of active ubiquitin: roles of E1 and E2 enzymes
 REACT:R-HSA-8866654    E3 ubiquitin ligases ubiquitinate target proteins
 REACT:R-HSA-8866904    Negative regulation of activity of TFAP2 (AP-2) family transcription factors
 REACT:R-HSA-8866906    TFAP2 (AP-2) family regulates transcription of other transcription factors
 REACT:R-HSA-8866907    Activation of the TFAP2 (AP-2) family of transcription factors
 REACT:R-HSA-8866910    TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
 REACT:R-HSA-8866911    TFAP2 (AP-2) family regulates transcription of cell cycle factors
 REACT:R-HSA-8868766    rRNA processing in the mitochondrion
 REACT:R-HSA-8868773    rRNA processing in the nucleus and cytosol
 REACT:R-HSA-8869496    TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation
 REACT:R-HSA-8873719    RAB geranylgeranylation
 REACT:R-HSA-8874081    MET activates PTK2 signaling
 REACT:R-HSA-8875360    InlB-mediated entry of Listeria monocytogenes into host cell
 REACT:R-HSA-8875513    MET interacts with TNS proteins
 REACT:R-HSA-8875555    MET activates RAP1 and RAC1
 REACT:R-HSA-8875656    MET receptor recycling
 REACT:R-HSA-8875791    MET activates STAT3
 REACT:R-HSA-8875878    MET promotes cell motility
 REACT:R-HSA-8876198    RAB GEFs exchange GTP for GDP on RABs
 REACT:R-HSA-8876384    Listeria monocytogenes entry into host cells
 REACT:R-HSA-8876493    InlA-mediated entry of Listeria monocytogenes into host cells
 REACT:R-HSA-8876725    Protein methylation
 REACT:R-HSA-888568    GABA synthesis
 REACT:R-HSA-888590    "GABA synthesis  release  reuptake and degradation"
 REACT:R-HSA-888593    Reuptake of GABA
 REACT:R-HSA-8935690    Miscellaneous digestion events
 REACT:R-HSA-8937144    Aryl hydrocarbon receptor signalling
 REACT:R-HSA-8942233    Intestinal infectious diseases
 REACT:R-HSA-8948216    Collagen chain trimerization
 REACT:R-HSA-901032    ER Quality Control Compartment (ERQC)
 REACT:R-HSA-901042    Calnexin/calreticulin cycle
 REACT:R-HSA-909733    Interferon alpha/beta signaling
 REACT:R-HSA-912446    Meiotic recombination
 REACT:R-HSA-912526    Interleukin receptor SHC signaling
 REACT:R-HSA-912631    Regulation of signaling by CBL
 REACT:R-HSA-912694    Regulation of IFNA signaling
 REACT:R-HSA-913531    Interferon Signaling
 REACT:R-HSA-913709    O-linked glycosylation of mucins
 REACT:R-HSA-916853    Degradation of GABA
 REACT:R-HSA-917729    Endosomal Sorting Complex Required For Transport (ESCRT)
 REACT:R-HSA-917937    Iron uptake and transport
 REACT:R-HSA-917977    Transferrin endocytosis and recycling
 REACT:R-HSA-918233    TRAF3-dependent IRF activation pathway
 REACT:R-HSA-927802    Nonsense-Mediated Decay (NMD)
 REACT:R-HSA-933541    TRAF6 mediated IRF7 activation
 REACT:R-HSA-933542    TRAF6 mediated NF-kB activation
 REACT:R-HSA-933543    NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10
 REACT:R-HSA-936440    Negative regulators of RIG-I/MDA5 signaling
 REACT:R-HSA-936837    Ion transport by P-type ATPases
 REACT:R-HSA-936964    Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon
 REACT:R-HSA-937039    IRAK1 recruits IKK complex
 REACT:R-HSA-937041    IKK complex recruitment mediated by RIP1
 REACT:R-HSA-937042    IRAK2 mediated activation of TAK1 complex
 REACT:R-HSA-937061    TRIF-mediated TLR3/TLR4 signaling
 REACT:R-HSA-937072    TRAF6 mediated induction of TAK1 complex
 REACT:R-HSA-947581    Molybdenum cofactor biosynthesis
 REACT:R-HSA-948021    Transport to the Golgi and subsequent modification
 REACT:R-HSA-964739    N-glycan trimming and elongation in the cis-Golgi
 REACT:R-HSA-964827    "Progressive trimming of alpha-1 2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"
 REACT:R-HSA-964975    Vitamins B6 activation to pyridoxal phosphate
 REACT:R-HSA-975110    TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
 REACT:R-HSA-975138    TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
 REACT:R-HSA-975144    IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation
 REACT:R-HSA-975155    MyD88 dependent cascade initiated on endosome
 REACT:R-HSA-975163    IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation
 REACT:R-HSA-975298    Ligand-gated ion channel transport
 REACT:R-HSA-975574    Reactions specific to the hybrid N-glycan synthesis pathway
 REACT:R-HSA-975576    N-glycan antennae elongation in the medial/trans-Golgi
 REACT:R-HSA-975577    N-Glycan antennae elongation
 REACT:R-HSA-975578    Reactions specific to the complex N-glycan synthesis pathway
 REACT:R-HSA-975634    Retinoid metabolism and transport
 REACT:R-HSA-975871    MyD88 cascade initiated on plasma membrane
 REACT:R-HSA-975956    Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
 REACT:R-HSA-975957    Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
 REACT:R-HSA-977068    Termination of O-glycan biosynthesis
 REACT:R-HSA-977225    Amyloid fiber formation
 REACT:R-HSA-977347    Serine biosynthesis
 REACT:R-HSA-977441    GABA A receptor activation
 REACT:R-HSA-977442    GABA A (rho) receptor activation
 REACT:R-HSA-977443    GABA receptor activation
 REACT:R-HSA-977444    GABA B receptor activation
 REACT:R-HSA-977606    Regulation of Complement cascade
 REACT:R-HSA-982772    Growth hormone receptor signaling
 REACT:R-HSA-983168    Antigen processing: Ubiquitination & Proteasome degradation
 REACT:R-HSA-983169    Class I MHC mediated antigen processing & presentation
 REACT:R-HSA-983170    "Antigen Presentation: Folding  assembly and peptide loading of class I MHC"
 REACT:R-HSA-983189    Kinesins
 REACT:R-HSA-983231    Factors involved in megakaryocyte development and platelet production
 REACT:R-HSA-983695    Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
 REACT:R-HSA-983705    Signaling by the B Cell Receptor (BCR)
 REACT:R-HSA-983712    Ion channel transport
 REACT:R-HSA-991365    Activation of GABAB receptors
 REACT:R-HSA-997269    Inhibition of adenylate cyclase pathway
 REACT:R-HSA-997272    Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
