39.723 number of GO processes
16.6302 GO:0007601	 visual perception
2.43942 GO:0002540	 leukotriene production involved in inflammatory response
2.43942 GO:0002481	 antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent
2.43942 GO:0002439	 chronic inflammatory response to antigenic stimulus
2.43942 GO:0002384	 hepatic immune response
2.43942 GO:0002358	 B cell homeostatic proliferation
2.43942 GO:0002344	 B cell affinity maturation
2.43942 GO:0002268	 follicular dendritic cell differentiation
2.43942 GO:0002154	 thyroid hormone mediated signaling pathway
2.43942 GO:0002093	 auditory receptor cell morphogenesis
2.43942 GO:0002086	 diaphragm contraction
2.43942 GO:0002074	 extraocular skeletal muscle development
2.43942 GO:0002072	 optic cup morphogenesis involved in camera-type eye development
2.43942 GO:0002038	 positive regulation of L-glutamate import across plasma membrane
2.43942 GO:0002017	 regulation of blood volume by renal aldosterone
2.43942 GO:0001971	 negative regulation of activation of membrane attack complex
2.43942 GO:0001970	 positive regulation of activation of membrane attack complex
2.43942 GO:0001949	 sebaceous gland cell differentiation
2.43942 GO:0001941	 postsynaptic membrane organization
2.43942 GO:0001923	 B-1 B cell differentiation
2.43942 GO:0001906	 cell killing
2.43942 GO:0001885	 endothelial cell development
2.43942 GO:0001840	 neural plate development
2.43942 GO:0001838	 embryonic epithelial tube formation
2.43942 GO:0001831	 trophectodermal cellular morphogenesis
2.43942 GO:0001805	 positive regulation of type III hypersensitivity
2.43942 GO:0001798	 positive regulation of type IIa hypersensitivity
2.43942 GO:0001788	 antibody-dependent cellular cytotoxicity
2.43942 GO:0001692	 histamine metabolic process
2.43942 GO:0001560	 regulation of cell growth by extracellular stimulus
2.43942 GO:0001507	 acetylcholine catabolic process in synaptic cleft
2.43942 GO:0001172	 RNA-templated transcription
2.43942 GO:0000964	 mitochondrial RNA 5'-end processing
2.43942 GO:0000957	 mitochondrial RNA catabolic process
2.43942 GO:0000495	 box H/ACA RNA 3'-end processing
2.43942 GO:0000493	 box H/ACA snoRNP assembly
2.43942 GO:0000320	 re-entry into mitotic cell cycle
2.43438 GO:2000969	 positive regulation of AMPA receptor activity
2.43438 GO:2000242	 negative regulation of reproductive process
2.43438 GO:1990806	 ligand-gated ion channel signaling pathway
2.43438 GO:1990416	 cellular response to brain-derived neurotrophic factor stimulus
2.43438 GO:1904417	 positive regulation of xenophagy
2.43438 GO:1900748	 positive regulation of vascular endothelial growth factor signaling pathway
2.43438 GO:1900180	 regulation of protein localization to nucleus
2.43438 GO:1900121	 negative regulation of receptor binding
2.43438 GO:0098976	 excitatory chemical synaptic transmission
2.43438 GO:0098712	 L-glutamate import across plasma membrane
2.43438 GO:0095500	 acetylcholine receptor signaling pathway
2.43438 GO:0090331	 negative regulation of platelet aggregation
2.43438 GO:0090279	 regulation of calcium ion import
2.43438 GO:0085020	 protein K6-linked ubiquitination
2.43438 GO:0072488	 ammonium transmembrane transport
2.43438 GO:0072075	 metanephric mesenchyme development
2.43438 GO:0071492	 cellular response to UV-A
2.43438 GO:0070633	 transepithelial transport
2.43438 GO:0070129	 regulation of mitochondrial translation
2.43438 GO:0061180	 mammary gland epithelium development
2.43438 GO:0060379	 cardiac muscle cell myoblast differentiation
2.43438 GO:0060080	 inhibitory postsynaptic potential
2.43438 GO:0048743	 positive regulation of skeletal muscle fiber development
2.43438 GO:0048703	 embryonic viscerocranium morphogenesis
2.43438 GO:0048311	 mitochondrion distribution
2.43438 GO:0046621	 negative regulation of organ growth
2.43438 GO:0045955	 negative regulation of calcium ion-dependent exocytosis
2.43438 GO:0044571	 [2Fe-2S] cluster assembly
2.43438 GO:0043320	 natural killer cell degranulation
2.43438 GO:0043279	 response to alkaloid
2.43438 GO:0042633	 hair cycle
2.43438 GO:0040016	 embryonic cleavage
2.43438 GO:0035912	 dorsal aorta morphogenesis
2.43438 GO:0035095	 behavioral response to nicotine
2.43438 GO:0034475	 U4 snRNA 3'-end processing
2.43438 GO:0034405	 response to fluid shear stress
2.43438 GO:0034329	 cell junction assembly
2.43438 GO:0034214	 protein hexamerization
2.43438 GO:0034162	 toll-like receptor 9 signaling pathway
2.43438 GO:0033146	 regulation of intracellular estrogen receptor signaling pathway
2.43438 GO:0032816	 positive regulation of natural killer cell activation
2.43438 GO:0032479	 regulation of type I interferon production
2.43438 GO:0030850	 prostate gland development
2.43438 GO:0021860	 pyramidal neuron development
2.43438 GO:0015886	 heme transport
2.43438 GO:0015884	 folic acid transport
2.43438 GO:0010944	 negative regulation of transcription by competitive promoter binding
2.43438 GO:0010470	 regulation of gastrulation
2.43438 GO:0009888	 tissue development
2.43438 GO:0007178	 transmembrane receptor protein serine/threonine kinase signaling pathway
2.43438 GO:0006942	 regulation of striated muscle contraction
2.43438 GO:0006702	 androgen biosynthetic process
2.43438 GO:0006625	 protein targeting to peroxisome
2.43438 GO:0006614	 SRP-dependent cotranslational protein targeting to membrane
2.43438 GO:0006029	 proteoglycan metabolic process
2.43438 GO:0003360	 brainstem development
2.43438 GO:0003334	 keratinocyte development
2.43438 GO:0003279	 cardiac septum development
2.43438 GO:0003143	 embryonic heart tube morphogenesis
2.43438 GO:0002467	 germinal center formation
2.43438 GO:0002070	 epithelial cell maturation
2.43438 GO:0001780	 neutrophil homeostasis
2.42965 GO:2000060	 positive regulation of ubiquitin-dependent protein catabolic process
2.42965 GO:1901800	 positive regulation of proteasomal protein catabolic process
2.42965 GO:0050807	 regulation of synapse organization
2.42965 GO:0046928	 regulation of neurotransmitter secretion
2.42965 GO:0045724	 positive regulation of cilium assembly
2.42965 GO:0032481	 positive regulation of type I interferon production
2.42965 GO:0030206	 chondroitin sulfate biosynthetic process
2.42965 GO:0015813	 L-glutamate transmembrane transport
2.42965 GO:0008585	 female gonad development
2.42965 GO:0008209	 androgen metabolic process
2.42644 GO:0006325	 chromatin organization
2.4252 GO:0016239	 positive regulation of macroautophagy
2.42103 GO:2000045	 regulation of G1/S transition of mitotic cell cycle
2.41468 GO:0010634	 positive regulation of epithelial cell migration
2.4144 GO:1901215	 negative regulation of neuron death
2.40989 GO:0120163	 negative regulation of cold-induced thermogenesis
2.40799 GO:0009755	 hormone-mediated signaling pathway
2.38797 GO:0008360	 regulation of cell shape
2.38424 GO:0071468	 cellular response to acidic pH
2.38424 GO:0070989	 oxidative demethylation
2.38424 GO:0070528	 protein kinase C signaling
2.38424 GO:0060402	 calcium ion transport into cytosol
2.38424 GO:0055093	 response to hyperoxia
2.38424 GO:0046849	 bone remodeling
2.38424 GO:0046655	 folic acid metabolic process
2.38424 GO:0034116	 positive regulation of heterotypic cell-cell adhesion
2.38424 GO:0033554	 cellular response to stress
2.38424 GO:0031293	 membrane protein intracellular domain proteolysis
2.38424 GO:0030214	 hyaluronan catabolic process
2.38424 GO:0006515	 protein quality control for misfolded or incompletely synthesized proteins
2.38424 GO:0006287	 base-excision repair, gap-filling
2.3729 GO:0050768	 negative regulation of neurogenesis
2.3729 GO:0046580	 negative regulation of Ras protein signal transduction
2.3729 GO:0035458	 cellular response to interferon-beta
2.3729 GO:0031954	 positive regulation of protein autophosphorylation
2.3729 GO:0016079	 synaptic vesicle exocytosis
2.3729 GO:0006687	 glycosphingolipid metabolic process
2.3729 GO:0006400	 tRNA modification
2.3729 GO:0001935	 endothelial cell proliferation
2.36162 GO:0042981	 regulation of apoptotic process
2.34337 GO:1990456	 mitochondrion-endoplasmic reticulum membrane tethering
2.34337 GO:1904798	 positive regulation of core promoter binding
2.34337 GO:1904491	 protein localization to ciliary transition zone
2.34337 GO:1904044	 response to aldosterone
2.34337 GO:1903038	 negative regulation of leukocyte cell-cell adhesion
2.34337 GO:1902083	 negative regulation of peptidyl-cysteine S-nitrosylation
2.34337 GO:1901018	 positive regulation of potassium ion transmembrane transporter activity
2.34337 GO:1900244	 positive regulation of synaptic vesicle endocytosis
2.34337 GO:1900004	 negative regulation of serine-type endopeptidase activity
2.34337 GO:0140058	 neuron projection arborization
2.34337 GO:0140009	 L-aspartate import across plasma membrane
2.34337 GO:0110011	 regulation of basement membrane organization
2.34337 GO:0098909	 regulation of cardiac muscle cell action potential involved in regulation of contraction
2.34337 GO:0097680	 double-strand break repair via classical nonhomologous end joining
2.34337 GO:0097272	 ammonium homeostasis
2.34337 GO:0090140	 regulation of mitochondrial fission
2.34337 GO:0086036	 regulation of cardiac muscle cell membrane potential
2.34337 GO:0072655	 establishment of protein localization to mitochondrion
2.34337 GO:0071763	 nuclear membrane organization
2.34337 GO:0071459	 protein localization to chromosome, centromeric region
2.34337 GO:0071373	 cellular response to luteinizing hormone stimulus
2.34337 GO:0070200	 establishment of protein localization to telomere
2.34337 GO:0061156	 pulmonary artery morphogenesis
2.34337 GO:0060836	 lymphatic endothelial cell differentiation
2.34337 GO:0060628	 regulation of ER to Golgi vesicle-mediated transport
2.34337 GO:0060538	 skeletal muscle organ development
2.34337 GO:0060449	 bud elongation involved in lung branching
2.34337 GO:0060390	 regulation of SMAD protein signal transduction
2.34337 GO:0060354	 negative regulation of cell adhesion molecule production
2.34337 GO:0060290	 transdifferentiation
2.34337 GO:0060253	 negative regulation of glial cell proliferation
2.34337 GO:0051971	 positive regulation of transmission of nerve impulse
2.34337 GO:0051798	 positive regulation of hair follicle development
2.34337 GO:0051712	 positive regulation of killing of cells of another organism
2.34337 GO:0051593	 response to folic acid
2.34337 GO:0051583	 dopamine uptake involved in synaptic transmission
2.34337 GO:0051344	 negative regulation of cyclic-nucleotide phosphodiesterase activity
2.34337 GO:0051099	 positive regulation of binding
2.34337 GO:0050803	 regulation of synapse structure or activity
2.34337 GO:0050667	 homocysteine metabolic process
2.34337 GO:0048820	 hair follicle maturation
2.34337 GO:0048793	 pronephros development
2.34337 GO:0048733	 sebaceous gland development
2.34337 GO:0048730	 epidermis morphogenesis
2.34337 GO:0046890	 regulation of lipid biosynthetic process
2.34337 GO:0046632	 alpha-beta T cell differentiation
2.34337 GO:0045910	 negative regulation of DNA recombination
2.34337 GO:0045661	 regulation of myoblast differentiation
2.34337 GO:0045602	 negative regulation of endothelial cell differentiation
2.34337 GO:0044341	 sodium-dependent phosphate transport
2.34337 GO:0043615	 astrocyte cell migration
2.34337 GO:0043584	 nose development
2.34337 GO:0043551	 regulation of phosphatidylinositol 3-kinase activity
2.34337 GO:0043372	 positive regulation of CD4-positive, alpha-beta T cell differentiation
2.34337 GO:0042976	 activation of Janus kinase activity
2.34337 GO:0042760	 very long-chain fatty acid catabolic process
2.34337 GO:0042421	 norepinephrine biosynthetic process
2.34337 GO:0042420	 dopamine catabolic process
2.34337 GO:0042306	 regulation of protein import into nucleus
2.34337 GO:0042135	 neurotransmitter catabolic process
2.34337 GO:0040036	 regulation of fibroblast growth factor receptor signaling pathway
2.34337 GO:0035520	 monoubiquitinated protein deubiquitination
2.34337 GO:0034728	 nucleosome organization
2.34337 GO:0034340	 response to type I interferon
2.34337 GO:0034224	 cellular response to zinc ion starvation
2.34337 GO:0034137	 positive regulation of toll-like receptor 2 signaling pathway
2.34337 GO:0034121	 regulation of toll-like receptor signaling pathway
2.34337 GO:0034103	 regulation of tissue remodeling
2.34337 GO:0033081	 regulation of T cell differentiation in thymus
2.34337 GO:0032792	 negative regulation of CREB transcription factor activity
2.34337 GO:0031581	 hemidesmosome assembly
2.34337 GO:0030261	 chromosome condensation
2.34337 GO:0021902	 commitment of neuronal cell to specific neuron type in forebrain
2.34337 GO:0016139	 glycoside catabolic process
2.34337 GO:0015844	 monoamine transport
2.34337 GO:0015747	 urate transport
2.34337 GO:0015677	 copper ion import
2.34337 GO:0014031	 mesenchymal cell development
2.34337 GO:0010960	 magnesium ion homeostasis
2.34337 GO:0010898	 positive regulation of triglyceride catabolic process
2.34337 GO:0010891	 negative regulation of sequestering of triglyceride
2.34337 GO:0010883	 regulation of lipid storage
2.34337 GO:0010754	 negative regulation of cGMP-mediated signaling
2.34337 GO:0010632	 regulation of epithelial cell migration
2.34337 GO:0009052	 pentose-phosphate shunt, non-oxidative branch
2.34337 GO:0008611	 ether lipid biosynthetic process
2.34337 GO:0007171	 activation of transmembrane receptor protein tyrosine kinase activity
2.34337 GO:0006706	 steroid catabolic process
2.34337 GO:0006555	 methionine metabolic process
2.34337 GO:0003344	 pericardium morphogenesis
2.34337 GO:0003231	 cardiac ventricle development
2.34337 GO:0003179	 heart valve morphogenesis
2.34337 GO:0002318	 myeloid progenitor cell differentiation
2.34337 GO:0001957	 intramembranous ossification
2.34337 GO:0001936	 regulation of endothelial cell proliferation
2.34337 GO:0000212	 meiotic spindle organization
